SeniorCitizen,Partner,Dependents,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,AvgCharges,Churn
0,1,0,1,2,1,0,2,2,0,0,2,2,1,2,95.04776119402985,0
0,1,1,1,0,0,2,2,0,2,2,0,2,1,3,70.36981132075472,0
0,1,1,1,0,2,1,1,1,1,1,1,1,0,3,16.67142857142857,0
0,1,1,1,0,0,2,2,0,2,0,2,0,1,3,71.17999999999999,0
0,1,1,1,0,2,1,1,1,1,1,1,1,0,0,20.561363636363637,0
0,0,0,0,1,0,0,0,0,2,0,2,0,1,2,38.32051282051282,0
0,0,0,1,0,2,1,1,1,1,1,1,1,1,2,20.67666666666667,1
0,1,0,1,0,2,1,1,1,1,1,1,0,0,3,20.925,0
0,1,1,1,0,2,1,1,1,1,1,1,2,0,0,22.316666666666666,0
0,1,1,1,0,0,0,0,0,0,2,0,0,1,2,59.3875,0
1,1,0,1,2,1,2,2,0,0,0,2,0,1,1,96.15714285714286,1
0,0,0,0,1,0,0,2,0,0,0,0,0,1,1,34.78333333333333,1
0,1,1,1,0,2,1,1,1,1,1,1,0,0,3,21.535714285714285,0
0,0,0,1,2,0,0,0,0,2,2,0,2,1,0,65.28571428571429,0
0,0,0,1,2,1,2,2,0,2,0,0,1,1,2,89.9176923076923,0
0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,44.77454545454545,0
0,1,1,1,2,0,2,2,2,2,2,2,2,0,0,88.22253521126761,0
0,0,0,1,2,1,2,2,2,2,0,0,0,1,3,97.24000000000001,0
1,0,0,1,2,1,0,0,0,0,0,0,0,1,2,79.25,1
0,0,1,1,0,2,1,1,1,1,1,1,0,0,1,20.12272727272727,1
0,0,0,1,0,1,0,0,2,0,0,0,0,0,2,75.3,1
0,0,0,1,2,1,2,2,2,2,2,0,0,1,0,98.35882352941177,0
0,1,0,1,2,1,2,0,2,2,2,2,2,1,1,109.46111111111111,0
0,1,1,1,0,1,2,0,0,0,0,2,1,1,0,82.88571428571429,0
0,1,0,1,0,2,1,1,1,1,1,1,2,0,3,20.583333333333332,0
1,1,0,1,0,1,0,2,0,2,2,2,1,1,1,101.55499999999999,1
0,0,0,1,0,0,0,0,2,0,0,2,0,1,2,58.5326923076923,0
0,1,0,1,0,0,0,2,0,0,2,0,0,1,0,57.94468085106383,0
0,0,0,1,0,0,0,0,2,0,0,0,0,0,1,47.01086956521739,0
0,1,1,1,0,0,2,2,2,2,0,0,2,0,3,62.07651515151515,0
0,0,0,1,2,1,0,0,0,0,0,0,0,1,2,79.025,0
1,0,0,1,0,1,2,0,0,0,0,2,0,0,3,86.00638297872341,1
0,0,0,1,0,2,1,1,1,1,1,1,0,0,3,23.55,1
0,1,1,1,2,1,2,2,2,2,2,2,2,0,1,115.02535211267606,0
1,0,0,1,2,1,2,2,0,0,0,0,0,1,2,82.274,0
0,1,0,1,0,0,2,2,2,2,0,0,2,0,3,66.24239130434783,0
0,0,0,1,0,1,0,0,0,0,0,0,0,0,2,70.4,1
0,0,0,0,1,0,2,0,2,2,2,2,2,1,0,63.53636363636363,0
0,1,0,1,2,1,0,0,2,2,0,0,0,1,1,88.80357142857143,0
0,0,0,1,0,1,0,0,0,2,0,0,0,1,3,79.89,0
0,1,1,1,0,0,2,0,0,0,0,0,1,1,2,47.32857142857143,1
0,0,0,1,2,0,0,2,2,0,0,2,1,0,1,67.7448275862069,0
0,1,1,1,0,0,0,2,0,0,0,0,0,0,3,49.48703703703704,0
1,0,0,1,0,1,0,2,0,0,0,0,0,1,1,76.49666666666667,1
0,1,1,1,0,2,1,1,1,1,1,1,2,0,3,19.442,0
0,1,0,1,2,1,0,0,0,0,2,2,0,1,2,98.08181818181819,1
0,1,0,1,2,1,2,2,2,2,2,0,0,1,2,103.96052631578948,0
0,0,0,1,2,1,2,2,2,2,2,2,1,1,0,116.47985074626865,1
1,1,0,1,2,1,0,0,2,0,2,2,0,0,2,101.00425531914894,0
0,0,0,1,0,1,0,0,0,0,2,0,0,1,3,79.14615384615385,0
0,0,0,0,1,0,2,0,0,0,0,0,0,1,2,28.30625,1
0,1,0,1,2,1,0,0,0,0,2,2,0,1,2,99.18409090909091,1
0,1,1,1,2,0,2,0,0,0,2,0,1,1,2,66.09225352112676,0
1,1,0,1,2,1,0,2,2,0,2,2,0,1,2,101.41250000000001,1
1,0,0,1,2,1,0,2,0,0,0,0,0,1,2,81.15,1
0,0,0,1,0,2,1,1,1,1,1,1,0,0,2,19.75,0
1,0,0,1,2,1,0,0,0,0,0,0,0,1,3,77.15,0
1,0,0,1,2,1,2,2,2,2,2,2,0,1,2,116.04636363636364,0
1,0,0,1,2,1,0,2,0,2,2,2,2,1,2,107.36901408450704,0
0,1,1,1,2,2,1,1,1,1,1,1,2,0,3,25.229,0
0,0,0,1,0,1,0,0,0,0,2,2,0,1,2,89.25,0
0,0,0,1,0,2,1,1,1,1,1,1,0,1,3,17.21,0
0,0,0,1,2,1,2,2,2,2,2,0,1,1,0,102.7128787878788,0
0,1,1,1,0,0,2,2,2,2,2,2,1,1,3,88.6734693877551,0
1,1,0,0,1,0,0,2,0,0,0,0,0,1,2,27.616666666666664,0
0,1,1,1,2,2,1,1,1,1,1,1,1,1,1,25.9780303030303,0
0,0,1,1,2,1,0,0,0,0,0,2,0,0,2,81.2,0
0,0,0,0,1,0,0,0,0,2,0,0,0,1,1,28.958928571428572,0
0,1,0,1,2,1,2,2,2,0,2,0,2,1,2,97.65461538461538,0
0,0,0,1,0,2,1,1,1,1,1,1,2,1,1,18.123387096774195,0
0,1,0,1,0,2,1,1,1,1,1,1,0,0,0,21.575,0
0,0,0,1,0,2,1,1,1,1,1,1,0,0,1,17.55,0
0,1,1,1,2,2,1,1,1,1,1,1,2,1,1,25.236363636363638,0
1,1,0,1,0,1,0,2,0,0,2,2,0,1,2,93.93780487804878,0
0,1,1,1,2,1,2,0,2,0,2,2,0,1,2,102.55882352941177,1
0,0,0,1,0,1,0,0,0,2,2,2,1,1,0,87.93666666666667,0
0,0,0,1,0,0,2,2,0,0,0,0,1,0,3,55.70294117647059,0
0,1,1,1,0,0,2,2,0,2,0,2,2,0,0,69.678125,0
0,0,0,1,2,2,1,1,1,1,1,1,2,0,0,24.688888888888886,0
0,0,0,1,2,1,0,0,0,0,0,0,0,1,2,76.09444444444445,0
0,0,0,1,0,1,0,2,0,0,0,0,0,0,2,74.35,0
0,0,1,1,0,0,0,2,0,2,0,0,0,0,2,57.06304347826087,0
0,0,1,1,0,2,1,1,1,1,1,1,0,0,0,19.9,0
0,1,1,0,1,0,2,2,0,0,0,0,0,1,3,32.11578947368421,0
0,0,0,1,2,0,2,0,0,0,0,0,0,1,2,57.76428571428572,0
1,0,0,1,0,1,0,0,0,0,0,0,0,1,2,69.65,1
0,0,0,1,2,1,2,0,2,0,2,2,1,0,2,104.31885245901638,0
0,1,0,1,0,0,2,2,0,2,2,0,2,1,1,72.36228070175439,0
0,0,0,1,0,1,0,0,0,0,0,2,0,1,2,79.23333333333333,1
0,0,1,1,0,0,2,0,2,0,0,2,1,0,3,63.38333333333333,0
0,0,0,1,0,2,1,1,1,1,1,1,0,0,3,19.65,0
0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,42.1625,0
0,0,0,1,0,2,1,1,1,1,1,1,2,0,3,21.289814814814818,0
0,1,1,1,0,0,0,0,0,0,0,0,0,0,2,42.4125,0
0,0,0,1,0,1,0,0,0,0,2,0,0,1,3,75.24285714285715,1
0,1,0,1,0,2,1,1,1,1,1,1,1,0,3,19.6575,0
0,0,1,0,1,0,2,0,0,2,0,2,0,0,3,44.11538461538461,0
1,1,0,1,2,1,0,0,0,0,0,2,0,1,2,83.93333333333334,1
0,1,0,1,2,1,0,2,2,2,2,2,1,1,0,107.89056603773585,0
0,0,0,1,0,0,0,0,0,2,2,2,0,1,2,63.78333333333333,1
0,0,0,0,1,0,2,2,2,2,2,2,2,0,1,66.75882352941177,0
0,1,1,1,2,0,2,2,2,2,2,2,2,1,1,88.85555555555555,0
0,0,0,1,2,2,1,1,1,1,1,1,1,0,1,23.366666666666664,0
1,1,1,1,2,1,0,2,0,0,0,0,0,1,3,79.95,1
0,1,0,1,2,1,2,2,0,0,0,0,2,1,0,83.9860294117647,0
0,0,1,1,0,0,2,0,2,2,2,0,1,1,1,69.563,0
1,0,0,0,1,0,0,0,0,0,2,0,0,1,2,36.45,1
1,0,0,1,2,1,0,2,2,0,2,2,0,1,2,100.8280487804878,0
1,1,0,1,2,1,0,0,0,2,2,2,0,1,2,97.25500000000001,0
0,0,0,1,2,0,0,2,0,0,0,0,0,0,2,54.3,0
1,1,1,1,2,1,0,0,2,0,2,2,0,1,2,102.2344827586207,0
0,1,1,1,2,0,2,2,2,2,2,2,2,1,1,95.57826086956523,0
0,0,1,1,0,2,1,1,1,1,1,1,2,0,3,19.831666666666667,0
0,1,0,1,2,2,1,1,1,1,1,1,2,0,1,26.59027777777778,0
0,0,1,1,0,1,0,2,2,0,2,0,0,1,2,90.97727272727273,1
0,0,0,1,0,0,2,2,2,2,2,0,2,1,0,74.11597222222223,0
1,0,0,1,2,1,0,2,2,0,2,2,1,0,0,109.67575757575759,0
0,1,0,1,2,1,0,2,2,2,2,2,2,1,2,111.09444444444445,0
1,1,0,1,2,1,2,0,0,0,0,0,0,0,2,81.40106382978723,1
0,0,0,1,2,1,0,2,2,2,2,2,1,1,2,111.82843137254902,0
0,1,1,1,2,1,0,2,2,0,2,2,1,1,2,105.67142857142858,0
0,0,0,1,0,2,1,1,1,1,1,1,1,1,2,18.288888888888888,0
0,1,1,1,2,1,2,2,0,2,2,2,2,1,3,111.10508474576271,0
0,0,1,1,0,0,0,0,0,2,2,2,0,0,3,75.21666666666667,0
1,1,0,0,1,0,0,0,0,0,0,0,0,1,2,25.151315789473685,0
0,0,0,1,2,1,2,2,2,0,0,0,0,0,0,91.41351351351352,0
0,0,0,1,0,0,2,2,2,2,0,0,2,0,0,62.53513513513514,0
1,1,0,0,1,0,0,0,2,0,0,2,0,1,1,38.887499999999996,1
0,1,1,1,0,0,2,2,0,2,0,0,0,0,0,55.775,0
0,1,0,1,2,1,2,2,0,2,2,2,2,1,1,109.0611111111111,0
0,1,0,0,1,0,0,2,2,2,2,2,1,1,2,60.08018867924528,1
0,1,0,1,2,1,0,0,0,0,0,2,0,1,2,95.61875,1
0,1,1,0,1,0,2,2,2,0,0,0,2,0,1,38.375,0
1,1,0,1,2,1,0,0,0,0,2,2,0,1,2,94.98235294117647,0
0,1,1,1,0,1,0,2,0,0,0,0,0,1,0,72.7,1
0,1,0,1,0,2,1,1,1,1,1,1,0,0,0,19.53125,1
0,1,0,0,1,0,0,2,2,0,0,0,1,0,3,33.427083333333336,1
0,0,0,1,2,2,1,1,1,1,1,1,0,1,3,27.014999999999997,0
0,1,1,1,0,2,1,1,1,1,1,1,1,1,3,19.7,0
0,0,0,1,0,2,1,1,1,1,1,1,0,0,3,20.6,0
0,0,0,1,0,0,2,0,2,2,0,0,1,0,1,59.810344827586206,0
1,1,1,1,2,1,0,2,2,0,2,2,1,1,2,108.42307692307692,0
0,0,0,1,2,0,2,2,2,0,0,0,0,1,0,71.64375,0
0,1,0,1,2,2,1,1,1,1,1,1,2,0,0,25.22295081967213,0
1,0,0,1,2,1,0,0,2,0,2,2,1,1,0,99.10666666666667,0
0,1,1,1,2,1,0,2,2,0,2,2,1,1,1,103.59722222222223,0
0,1,1,1,0,2,1,1,1,1,1,1,0,1,2,25.504166666666666,0
0,0,0,1,2,1,0,0,0,0,2,2,0,0,2,91.38571428571429,0
0,0,0,1,0,0,0,0,0,0,0,0,0,1,3,38.68333333333333,0
1,1,0,1,2,1,0,0,2,2,2,2,1,1,2,105.43953488372092,1
0,1,1,1,2,1,0,0,2,2,0,2,2,0,0,95.925,0
1,1,0,1,2,1,0,0,2,0,2,2,0,1,2,99.221875,1
0,1,1,1,0,2,1,1,1,1,1,1,0,0,3,20.125,0
0,1,0,1,0,1,0,2,2,0,2,2,0,0,2,105.3625,1
0,1,0,1,2,1,2,0,2,0,2,2,1,0,0,105.71375,0
0,0,0,1,2,1,2,0,0,0,0,0,0,1,2,87.16111111111111,0
0,0,0,1,0,1,0,2,0,2,2,0,1,1,2,90.96951219512195,0
0,0,0,1,0,0,0,2,2,0,0,0,0,1,1,54.111538461538466,0
0,1,0,1,0,0,0,2,0,2,0,0,1,1,1,56.28181818181818,0
0,1,1,1,0,1,0,2,2,2,2,2,1,0,1,107.68382352941177,0
1,1,0,1,0,1,0,2,2,2,2,2,2,1,1,103.46923076923076,0
0,0,0,1,0,0,0,2,0,2,0,2,1,1,2,65.9509090909091,0
0,0,0,1,2,1,0,0,2,0,2,0,0,1,2,88.0725,1
0,0,0,1,0,1,0,0,0,2,0,2,1,1,1,90.83947368421053,0
0,0,0,1,2,1,0,0,2,0,0,2,0,1,1,93.15888888888888,0
0,1,1,1,0,2,1,1,1,1,1,1,2,1,1,20.16,0
0,0,0,1,0,1,0,0,0,0,2,0,0,1,2,82.25,1
0,0,0,1,2,1,0,0,0,0,2,2,0,1,3,100.91111111111111,1
0,1,0,1,0,2,1,1,1,1,1,1,2,1,2,22.045833333333334,0
0,0,1,0,1,0,2,2,2,2,2,2,2,0,1,64.88472222222222,0
0,0,0,1,2,1,0,0,0,0,2,2,0,0,2,97.79583333333333,0
1,0,0,1,0,1,0,0,0,0,0,0,0,1,3,63.7,1
1,1,0,1,2,1,2,2,2,0,2,2,0,1,2,108.64154929577465,0
1,0,0,1,0,0,0,0,2,2,2,2,1,1,2,70.60714285714286,0
0,1,1,1,2,1,2,2,2,2,2,2,2,0,1,112.03285714285714,0
0,0,0,1,2,1,0,0,0,0,0,0,0,1,2,71.86451612903227,0
0,1,1,1,2,1,0,0,2,2,0,2,2,1,0,95.96634615384616,1
1,0,0,1,2,1,0,0,2,0,2,2,0,1,2,101.19054054054054,1
0,0,0,1,2,1,0,2,0,2,2,2,1,1,0,104.64275362318841,1
1,1,0,1,2,1,0,0,0,0,0,0,0,0,3,78.38166666666666,0
0,0,0,1,2,1,2,0,0,0,0,2,0,1,2,90.5939393939394,0
1,1,0,1,2,1,0,2,2,2,2,2,2,1,2,112.55092592592592,0
0,0,0,1,2,0,2,0,0,2,0,2,1,0,0,68.99915254237288,0
1,0,0,0,1,0,2,2,0,0,2,0,0,1,2,45.07363636363637,0
1,1,0,0,1,0,0,0,2,0,0,0,1,1,1,30.93188405797102,0
0,0,0,1,2,1,0,2,0,0,2,0,1,1,0,90.91060606060607,0
0,1,1,1,0,0,2,0,2,2,0,0,1,1,3,59.54324324324324,0
1,1,0,1,0,2,1,1,1,1,1,1,1,0,1,20.35,0
0,1,1,1,2,0,2,0,2,2,2,2,2,0,0,89.7695652173913,0
0,0,0,1,0,0,0,2,0,0,2,0,0,1,3,63.895,0
0,0,1,1,0,0,2,2,0,0,0,0,0,1,3,53.48,1
0,0,1,1,0,0,0,0,0,0,2,2,0,0,1,63.98076923076923,0
0,0,0,1,2,1,0,2,0,0,2,0,0,1,2,86.88333333333333,1
0,1,1,1,0,2,1,1,1,1,1,1,2,0,0,19.384057971014492,0
1,1,0,1,2,1,0,2,2,2,2,2,1,1,1,108.81742424242424,0
0,0,0,1,2,0,0,0,2,0,0,0,0,0,2,55.27272727272727,1
0,1,1,1,0,0,2,0,2,2,0,0,1,0,3,55.654347826086955,0
0,0,0,1,0,1,0,0,0,0,2,2,0,0,2,96.26666666666667,1
0,1,1,1,2,1,2,0,2,2,2,2,0,1,3,106.30357142857143,0
0,1,1,1,2,2,1,1,1,1,1,1,2,0,1,25.57357142857143,0
0,1,1,1,2,0,0,0,2,2,2,2,1,1,2,76.70909090909092,0
0,1,1,1,2,0,2,2,0,2,0,0,2,0,1,66.11527777777778,0
0,1,0,1,2,1,0,0,0,0,2,2,0,1,2,97.61666666666667,1
0,0,1,1,0,0,0,0,0,2,0,0,0,0,3,50.19210526315789,0
1,0,0,0,1,0,0,0,0,0,2,2,0,0,2,39.6,1
0,1,0,1,0,0,0,2,2,2,2,2,2,1,1,80.35281690140846,0
0,1,0,1,0,1,2,0,0,0,0,0,0,1,2,76.2375,1
0,0,0,1,0,2,1,1,1,1,1,1,0,0,1,20.55,0
0,0,0,1,0,1,0,0,0,0,2,0,0,1,2,79.65,1
0,0,0,1,2,1,2,2,2,2,2,2,1,1,3,114.64999999999999,0
0,1,1,0,1,0,2,2,0,2,2,2,2,0,0,58.06549295774647,0
0,1,0,1,2,1,0,2,2,0,0,0,1,0,1,84.74926470588235,0
0,0,0,0,1,0,0,0,2,2,0,0,1,0,1,33.43152173913043,0
0,0,0,1,2,1,2,0,0,0,0,0,1,0,0,78.88787878787879,0
0,1,1,1,2,1,2,2,2,2,0,2,2,1,0,105.02641509433961,0
1,1,0,1,2,1,2,2,2,0,2,2,0,0,0,108.63799999999999,0
0,0,0,0,1,0,2,0,2,2,0,0,1,1,1,39.61842105263158,0
0,1,1,1,0,2,1,1,1,1,1,1,2,1,0,20.2287037037037,0
1,1,0,1,2,1,0,2,2,0,2,2,0,1,2,106.6875,0
1,1,0,1,2,1,0,0,0,2,2,2,0,1,1,100.43571428571428,1
0,1,1,1,0,1,0,0,0,0,2,0,0,1,3,80.05,1
0,1,1,1,2,1,0,0,2,0,0,2,0,1,2,93.04655172413793,1
0,1,1,1,0,0,0,2,0,2,0,2,0,1,2,61.69,0
0,0,1,0,1,0,2,2,2,0,0,0,0,1,2,44.48488372093023,0
1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,65.31538461538462,0
0,1,0,1,0,0,2,0,2,2,2,2,2,1,2,80.47209302325582,0
0,1,1,1,2,1,0,0,0,0,0,2,0,1,2,77.14473684210526,1
0,1,1,1,0,1,0,0,0,0,2,2,0,1,2,90.1,0
0,0,0,1,0,0,2,0,2,2,2,2,2,1,1,80.51159420289855,0
0,1,0,1,0,2,1,1,1,1,1,1,2,0,1,20.963934426229507,0
0,1,0,1,2,0,2,2,0,2,0,0,0,0,0,67.61279069767441,0
0,1,0,1,0,2,1,1,1,1,1,1,0,0,0,24.383333333333336,1
0,0,0,1,0,0,0,0,0,2,0,0,0,0,3,51.25,1
0,1,0,1,0,1,0,0,0,0,2,2,0,0,3,88.44553571428571,0
0,1,0,0,1,0,2,2,2,2,2,2,2,0,0,64.35571428571428,0
0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,45.6,1
0,1,1,1,2,1,0,2,2,0,2,0,1,1,2,92.24795918367346,0
0,0,0,1,0,0,0,0,0,2,0,0,0,1,0,44.55833333333334,1
0,1,1,1,0,0,2,2,2,2,0,2,2,0,3,72.4015625,0
1,1,0,1,2,1,2,0,2,2,2,2,2,1,3,112.1576388888889,0
0,0,1,1,0,0,2,2,0,2,0,0,2,0,1,62.225675675675674,0
0,1,0,1,0,1,2,2,0,2,2,2,1,1,1,105.1,0
0,1,0,1,0,0,0,2,2,2,2,2,0,0,0,79.94423076923077,0
0,1,1,1,2,1,0,2,2,0,2,2,1,1,1,107.33448275862068,0
0,0,0,1,2,0,0,0,0,2,0,0,1,0,0,51.760416666666664,0
0,1,1,1,0,2,1,1,1,1,1,1,1,0,2,19.89,0
0,1,1,1,0,2,1,1,1,1,1,1,0,1,2,19.203333333333333,1
0,1,1,1,0,2,1,1,1,1,1,1,2,0,3,19.975,0
0,1,0,1,2,0,2,2,0,2,0,0,1,1,1,62.947272727272725,0
0,1,0,0,1,0,0,0,0,0,2,0,0,1,0,34.12,1
1,1,0,1,0,1,0,2,2,2,2,0,0,1,3,93.41,1
0,1,1,0,1,0,2,2,2,2,0,2,2,1,1,53.98181818181818,0
0,0,0,1,0,0,2,2,0,2,0,0,1,1,3,59.85212765957447,0
0,1,1,1,0,1,0,0,0,0,2,2,0,0,2,94.06153846153846,1
0,1,1,1,2,1,0,2,2,2,2,2,2,1,0,108.02448979591837,1
0,1,0,1,0,1,2,0,0,2,2,2,1,1,3,98.66171875,0
0,0,0,1,0,2,1,1,1,1,1,1,0,0,3,19.1,0
0,0,0,1,0,0,0,0,0,2,0,0,0,0,3,50.152499999999996,0
0,1,0,0,1,0,2,0,0,2,2,0,2,0,2,43.056756756756755,0
0,1,1,1,2,1,0,0,0,0,2,0,0,0,2,83.66499999999999,0
0,0,0,1,2,0,2,2,2,0,2,2,1,0,0,83.88552631578948,0
1,0,0,1,2,1,0,0,0,0,0,0,0,1,3,74.45,1
0,0,0,1,0,0,0,0,0,0,2,2,0,1,2,63.38378378378378,1
0,1,0,0,1,0,2,2,2,2,2,2,2,0,1,64.04038461538461,0
0,0,1,1,0,0,2,2,2,2,2,0,2,1,1,77.78450704225352,0
0,0,0,1,0,1,0,2,2,0,2,0,0,0,2,89.81923076923077,1
0,0,0,1,2,0,2,2,2,0,0,2,2,1,1,72.7030303030303,0
0,1,0,1,2,1,2,2,2,2,2,2,2,1,1,119.36666666666666,0
0,0,1,0,1,0,2,0,0,0,2,0,1,1,1,38.821999999999996,0
0,1,1,1,2,1,2,2,2,2,2,2,2,1,0,111.09855072463769,0
0,1,1,1,2,0,2,2,0,0,0,2,2,0,0,69.54811320754717,0
0,0,0,1,0,1,0,0,2,0,2,2,1,0,3,92.92916666666667,1
0,0,0,1,0,1,0,0,2,2,2,2,0,1,2,97.57692307692308,0
0,0,0,1,0,0,0,0,2,0,0,2,0,0,3,66.36190476190475,0
0,0,1,1,0,1,0,0,0,0,2,2,0,1,2,89.35,0
0,0,0,1,2,1,2,0,0,2,0,2,0,1,2,92.61041666666667,0
0,1,0,0,1,0,2,0,2,0,0,0,1,0,1,37.63846153846154,0
0,1,0,1,0,2,1,1,1,1,1,1,2,0,3,20.96916666666667,0
0,0,0,1,0,2,1,1,1,1,1,1,0,0,3,18.408333333333335,0
1,0,0,0,1,0,0,0,0,2,0,0,0,1,2,29.139999999999997,1
0,1,1,1,2,1,2,0,2,0,0,0,0,1,2,90.75,1
0,0,1,1,0,2,1,1,1,1,1,1,1,1,3,21.1875,0
0,1,1,1,2,2,1,1,1,1,1,1,2,0,1,26.386153846153846,0
0,1,1,1,2,2,1,1,1,1,1,1,2,0,3,24.502142857142857,0
0,0,0,1,2,1,0,0,2,0,0,2,0,1,1,88.73611111111111,1
0,0,1,1,0,2,1,1,1,1,1,1,2,0,0,20.16290322580645,0
0,1,1,1,0,0,2,0,0,0,2,0,2,1,2,60.55757575757576,0
0,1,1,1,2,0,2,2,0,2,2,2,2,1,0,80.2323076923077,0
1,0,0,1,0,1,0,0,0,0,0,0,0,1,2,78.5,1
0,0,0,1,0,2,1,1,1,1,1,1,0,0,3,19.8,0
0,1,1,1,2,1,0,0,2,0,2,0,0,1,0,90.1375,0
0,0,0,1,2,1,2,0,2,0,2,2,1,1,0,104.42685185185185,1
1,0,0,1,2,1,0,0,2,2,2,2,0,1,2,104.447,0
0,1,0,1,0,1,0,2,2,2,2,2,2,1,2,102.70070422535211,0
0,0,0,1,2,1,0,0,0,0,0,0,0,1,2,79.965,1
0,0,0,1,0,0,0,0,0,2,0,0,0,1,2,50.8,1
0,0,0,1,2,2,1,1,1,1,1,1,1,0,3,23.583333333333332,0
0,0,0,1,0,0,0,0,0,2,2,0,0,1,2,62.35,0
0,1,1,1,2,0,2,0,2,2,2,0,2,0,3,76.13362068965517,0
0,1,0,1,2,1,2,0,0,0,2,2,1,1,2,94.11785714285715,0
0,0,0,1,0,1,0,0,0,0,2,0,0,1,2,72.275,1
0,1,0,1,2,1,0,0,2,0,0,0,0,1,2,76.4984375,1
0,1,1,0,1,0,2,2,0,2,2,0,1,1,3,51.51607142857143,0
0,0,0,1,2,1,0,0,0,0,0,2,0,1,2,84.72638888888889,1
0,0,0,1,2,0,0,0,0,2,2,0,0,1,3,63.25,0
0,0,0,1,2,1,0,0,0,0,2,0,0,0,0,85.23113207547169,1
0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,43.62,0
0,0,0,0,1,0,0,0,0,2,0,0,0,0,2,29.6,0
0,1,1,1,0,2,1,1,1,1,1,1,0,0,3,19.9,1
0,1,0,1,0,1,0,0,0,0,0,0,0,0,3,71.56078431372549,0
1,0,0,1,2,1,0,0,2,0,2,2,0,1,2,100.0125,1
0,0,0,0,1,0,0,0,0,2,2,2,1,1,3,42.6,0
0,1,1,0,1,0,0,2,2,2,0,0,2,0,0,38.01666666666667,0
0,0,0,1,0,1,0,0,0,0,0,0,0,1,2,70.6,1
0,1,0,1,2,1,0,2,0,2,2,2,0,1,1,105.90729166666667,0
0,0,0,1,0,1,0,0,0,0,2,0,0,1,1,77.92,1
0,0,1,1,0,2,1,1,1,1,1,1,1,1,1,18.414285714285715,0
0,0,0,1,0,1,0,2,0,0,2,0,0,1,2,87.25,1
0,0,0,1,0,2,1,1,1,1,1,1,0,0,3,19.65,0
0,0,0,1,0,2,1,1,1,1,1,1,1,0,0,19.781,0
0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,72.9121212121212,0
0,0,0,1,0,2,1,1,1,1,1,1,2,0,3,20.598387096774193,0
0,1,1,1,0,2,1,1,1,1,1,1,2,0,3,21.233333333333334,0
0,1,1,1,2,0,0,2,2,2,2,2,0,1,2,83.77870370370371,0
0,0,0,1,0,1,2,2,2,0,2,0,1,1,1,101.39565217391304,0
0,0,1,1,2,1,2,2,0,0,2,2,1,1,2,102.08235294117648,0
0,1,1,1,2,1,2,0,0,0,2,2,2,1,2,97.32816901408451,0
0,1,1,1,0,0,2,2,2,2,0,0,2,0,3,63.717460317460315,0
0,0,0,1,2,2,1,1,1,1,1,1,2,0,0,25.254901960784313,0
1,0,0,1,2,1,0,2,0,0,2,0,0,1,2,87.60192307692309,1
0,1,0,1,0,1,2,0,2,0,2,2,2,1,0,99.621875,0
1,1,0,0,1,0,0,0,0,0,0,0,0,1,2,24.8,1
1,1,0,1,2,1,0,2,0,2,0,0,1,1,0,86.09426229508196,0
0,0,0,1,0,1,0,0,2,0,2,2,0,1,1,100.36333333333333,0
0,0,0,1,2,1,0,2,0,2,2,2,1,1,1,107.8609375,1
0,0,0,1,2,0,0,0,0,0,0,0,0,1,2,50.73888888888889,0
0,1,1,1,0,1,0,2,0,0,2,2,1,1,2,97.11929824561403,0
0,1,1,1,0,0,2,2,0,0,0,2,2,1,0,58.253571428571426,0
1,0,0,1,2,1,0,2,0,0,0,0,0,1,1,78.42500000000001,0
1,1,0,1,2,1,2,0,0,0,0,0,2,0,0,77.80902777777777,0
0,1,0,1,2,1,2,2,2,2,2,2,2,0,1,117.77571428571427,0
0,0,0,1,0,2,1,1,1,1,1,1,2,0,3,19.513157894736842,0
0,1,1,1,0,0,2,2,2,2,0,0,2,0,1,64.35000000000001,0
0,0,0,1,0,1,0,0,0,0,0,2,0,1,2,77.5923076923077,1
1,1,0,1,2,1,2,2,0,0,2,0,2,1,1,91.82153846153845,0
0,0,0,1,2,1,0,0,2,0,2,2,0,0,2,103.23,0
0,1,0,1,2,0,0,0,0,2,2,2,2,1,0,76.49509803921569,0
0,0,0,1,2,1,2,0,2,0,0,0,0,1,1,84.30322580645162,0
0,1,0,1,0,1,0,0,0,0,2,2,0,0,2,94.78888888888889,1
0,1,1,1,2,0,2,2,2,2,0,2,2,1,0,78.63472222222222,0
0,0,0,1,2,0,0,0,0,0,2,2,0,1,1,79.425,1
0,0,0,1,0,2,1,1,1,1,1,1,1,1,2,18.785135135135135,0
0,0,0,1,0,0,0,0,2,2,2,2,0,0,2,80.4,1
0,0,0,1,0,1,2,2,0,0,2,2,1,1,3,100.94636363636364,0
0,0,1,1,2,1,2,0,2,0,0,2,0,1,0,99.2469696969697,0
0,1,1,1,0,1,0,0,2,2,0,2,1,0,0,92.10000000000001,0
